ID,Question,Answer
264,Explique los principales diagnósticos nosológicos que atiende el CNDTCG según la clasificación CIE-10.,"El CNDTCG atiende diagnósticos basados en CIE-10: cáncer de estómago (C16.0-C16.9), cáncer colorrectal (C18.0-C18.9), cáncer de unión rectosigmoidea (C19) y recto (C20), lesiones gástricas precancerosas (D00.2), adenomas colorrectales avanzados (D12.6), pólipos gástricos (D13.1), tumores subepiteliales (D13.2), sospecha de tumores pancreáticos (D13.6), gastritis crónica atrófica (K29.4), abscesos hepáticos (K75.0), coledocolitiasis (K80.5), colecistitis (K81.0), colangitis (K83.0), sangrado digestivo (K92.2) y recurrencias postquirúrgicas (T81.4)."
265,Describa la importancia del ultrasonido endoscópico en el diagnóstico del cáncer gastrointestinal.,"El ultrasonido endoscópico (USE) combina endoscopia con ecografía de alta resolución para evaluar capas de la pared gastrointestinal y estructuras adyacentes. Permite: estadificación loco-regional de tumores (estadios T y N), evaluación de lesiones subepiteliales, visualización del sistema pancreatobiliar, guía para biopsias por aspiración con aguja fina, y planificación de abordajes quirúrgicos. Está dirigido a personas con lesiones sospechosas detectadas en tamizaje u otras rutas clínicas, y se realiza bajo sedación o anestesia."
266,Explique el Programa de Patología Biliar y los procedimientos que incluye.,"El Programa de Patología Biliar brinda abordaje integral a enfermedades del árbol biliar mediante herramientas clínicas, diagnósticas, quirúrgicas y endoscópicas. Incluye: CPRE para visualizar y tratar patologías biliares, drenajes biliares, extracción de cálculos, colocación de prótesis, esfinterotomías y otras intervenciones. La población es priorizada según criterios clínicos y derivaciones. Opera bajo enfoque integral con procesos estandarizados, articulándose con consulta externa, imagenología, endoscopia, sala de operaciones y recuperación."
267,Describa cómo se alinea la operación del CNDTCG con el Mapa de Procesos Institucional de la CCSS.,"La operación del CNDTCG está alineada con el Mapa de Procesos Institucional de la CCSS. Se inserta en el Macroproceso Sustantivo de Atención de la Salud en áreas de promoción, prevención secundaria, recuperación y rehabilitación. Mantiene articulación con Macroprocesos Estratégicos en gestión de salud, planificación estratégica, calidad asistencial e investigación. Depende de Macroprocesos de Apoyo en gestión de talento humano, abastecimiento, mantenimiento, soporte tecnológico y apoyo administrativo-financiero."
268,Explique la oferta de servicios del CNDTCG más allá de los programas de tamizaje.,"La oferta de servicios del CNDTCG incluye: Programa de Patología Biliar (CPRE, drenajes); Programa de ESD (resección en bloque); Programa de Cirugía Mayor (quirúrgico especializado); Programa de Cirugía Percutánea (mínimamente invasivo guiado por imagen); Programa de Ultrasonido Endoscópico (evaluación avanzada y estadificación); Programa de Endoscopia Diagnóstica y de Control (confirmación y seguimiento); además de docencia, formación continua, investigación científica y apoyo técnico a la red institucional."
269,"Describa el cambio de paradigma en la atención del cáncer gástrico y colorrectal que propone el Plan de Abordaje Integral, contrastando el modelo actual con el modelo propuesto.","El Plan de Abordaje Integral propone un cambio de paradigma en la atención del cáncer gástrico y colorrectal. En el modelo actual, el paciente con síntomas gastrointestinales debe solicitar cita en EBAIS o Emergencias, pasar a endoscopía en lista de espera, biopsia, diagnóstico de cáncer, cirugía, estadio, hospitalización, quimio/radioterapia y control, lo que generalmente resulta en diagnósticos en etapas avanzadas. En contraste, el paradigma propuesto se basa en la identificación proactiva de la población objetivo (personas sanas entre 50 y 74 años) considerando zona geográfica, incidencia y edad; la implementación de campañas de tamizaje organizadas; la aplicación de pruebas de tamizaje (SGD para cáncer gástrico y FIT para cáncer colorrectal) cada dos años; la realización de endoscopias (gastroscopia o colonoscopia) solo a personas con pruebas alteradas; la detección de lesiones premalignas y malignas en etapas tempranas; procedimientos mínimamente invasivos (como ESD o cirugía percutánea) en lugar de cirugías mayores; y un control y seguimiento continuo. Este nuevo paradigma permite la detección de más del 40-50% de los casos en etapas tempranas, una reducción del 35% en la mortalidad y un ahorro económico significativo al tratar lesiones en fases iniciales."
270,Explique las funciones del Técnico en Gastroenterología en el CNDTCG.,"El Técnico en Gastroenterología brinda soporte técnico en procedimientos endoscópicos. Prepara, verifica y mantiene el equipamiento endoscópico. Asiste al endoscopista durante los estudios (manejo del equipo, toma de muestras, succión, irrigación). Es responsable de la limpieza, desinfección de alto nivel y resguardo del instrumental según protocolos de control de infecciones. Participa en gestión de insumos, listas de verificación, mantenimiento preventivo y orienta al usuario sobre el proceso con enfoque respetuoso."
271,"Explique la diferencia entre costos tangibles e intangibles en el contexto del impacto económico del cáncer según el Plan de Abordaje Integral, y cómo esta distinción justifica la implementación de programas de tamizaje.","Según el Plan de Abordaje Integral, los costos tangibles son los más evidentes y se relacionan directamente con la detección y los tratamientos médicos, incluyendo pruebas diagnósticas, procedimientos endoscópicos, cirugías, hospitalización, medicamentos oncológicos, consultas especializadas y otros servicios médicos directos. Estos costos son fácilmente cuantificables y suelen ser los que se consideran en la planificación presupuestaria. En contraste, los costos intangibles están ocultos, son indirectos y a menudo subestimados o ignorados; incluyen el impacto emocional y psicológico en los pacientes y sus familias, la pérdida de productividad laboral, el transporte y alimentación para recibir tratamiento, el hospedaje en centros especializados, los cuidados continuos por parte de familiares, el apoyo psicológico requerido, el pago de incapacidades y las secuelas a largo plazo de los tratamientos. El plan señala que los costos intangibles podrían representar un mayor costo social que los tangibles. Esta distinción justifica la implementación de programas de tamizaje porque la detección y tratamiento en etapas tempranas no solo reduce los costos tangibles (ejemplo: lesiones premalignas de colon cuestan solo el 3.3% de un cáncer avanzado), sino que también minimiza los costos intangibles al evitar tratamientos prolongados y complejos, reducir el sufrimiento emocional y permitir que los pacientes mantengan su productividad y calidad de vida."
272,Explique qué es la Clasificación JNET para pólipos colorrectales.,"Es una clasificación endoscópica que divide los pólipos en cuatro subtipos según el riesgo de malignidad: JNET 1 (hiperplásico), JNET 2A (neoplasia de bajo grado), JNET 2B (neoplasia de alto grado o invasión superficial), JNET 3 (cáncer invasor profundo)."
273,Describa los indicadores de cobertura de población objetivo y su importancia.,"Los indicadores de cobertura de población objetivo miden el porcentaje de personas entre 50-74 años tamizadas respecto a la población estimada: (Número de personas tamizadas / Población objetivo) × 100. Se obtienen de SIAC, SIES y Plataforma de Tamizaje con periodicidad trimestral. Permiten evaluar el alcance de los programas, identificar brechas, orientar estrategias para aumentar participación y monitorear el progreso hacia metas institucionales."
274,Explique las funciones del área de gestión de bases de datos en el CNDTCG.,"El área de gestión de bases de datos diseña, mantiene, consolida y analiza sistemas de información con datos clínicos, administrativos y operativos. Crea y mantiene bases de datos estructuradas, asegura alineación con necesidades técnicas y estándares de interoperabilidad. Valida, depura y actualiza datos, implementa controles de calidad. Genera reportes e informes analíticos. Vela por confidencialidad, seguridad y resguardo de información, garantizando cumplimiento de normas de protección de datos sensibles."
275,Explique la metodología utilizada para la elaboración del Manual de Gestión del CNDTCG.,"Se realizó conforme al Manual Metodológico institucional, con enfoque participativo que incluyó revisión documental, análisis de estructura organizativa, consulta a actores clave, síntesis técnica, validación preliminar y validación final con el método DELPHI modificada para garantizar consenso entre expertos."
276,Explique cómo se realiza la captación de pacientes en los programas de tamizaje.,"La captación de pacientes es crítica para el éxito de los programas. El CNDTCG es responsable de la captación estructurada de la población objetivo, requiriendo acceso a datos como nombre, teléfonos, correo, ubicación y área de salud, considerando la Ley de Protección de Datos. Se realiza por invitación telefónica a través de centros de llamadas especializados. Existen pérdidas en el proceso: se debe contactar al menos al triple de las personas para lograr la participación deseada, con al menos dos llamadas adicionales si no son localizados."
277,Describa el rol del médico general asistente durante los procedimientos.,"El médico general asistente brinda apoyo clínico directo durante procedimientos endoscópicos y quirúrgicos. Monitorea signos vitales y parámetros clínicos, asegurando estabilidad hemodinámica y ventilatoria. Maneja sedación por vía aérea en casos que requieren sedación profunda. Evalúa condición clínica previa, revisa antecedentes y verifica consentimiento informado. Participa en recuperación postoperatoria. Coordina programación de TAC, gestiona flujo de biopsias, cumple funciones como gestor de referencias y participa en indicadores de desempeño."
278,Explique los sistemas de información institucionales que utiliza el CNDTCG.,"El CNDTCG utiliza: EDUS (expediente digital), SIAC (programación de procedimientos), SIES (registro y análisis de datos), ARCA (registro de procedimientos y resultados), y bases internas como FileMaker. Estos sistemas permiten registrar, monitorear y analizar información clínica, administrativa y operativa. La interoperabilidad entre módulos es fundamental para asegurar la trazabilidad efectiva de los pacientes desde la invitación inicial hasta el tratamiento y seguimiento."
279,Describa las herramientas de aplicabilidad del Manual de Gestión del CNDTCG.,"Las herramientas de aplicabilidad incluyen: protocolos y procedimientos normalizados que definen el ""cómo hacer""; documentos técnicos normativos complementarios; sistemas de información institucionales (SIES, SIAC, ARCA, FileMaker); matrices de indicadores e instrumentos de evaluación; instancias de coordinación y supervisión; y capacitación y formación interna. Estas herramientas se desarrollarán progresivamente para fortalecer la estandarización, trazabilidad, eficiencia y calidad de las actividades del CNDTCG."
280,"Explique los factores de riesgo para cáncer colorrectal según la norma, clasificándolos en estilo de vida, patológicos y familiares.","Los factores de riesgo para cáncer colorrectal se clasifican en tres categorías: estilo de vida, que incluye consumo de carnes rojas procesadas (embutidos, salchichas, jamón, tocino), dieta baja en fibra, obesidad, tabaco y alcohol; factores patológicos que incluyen personas con antecedentes de irradiación abdominal, enfermedad inflamatoria intestinal (enfermedad de Crohn y colitis ulcerativa), antecedentes de pólipos intestinales y antecedente de cáncer colorrectal; y factores familiares que incluyen antecedentes de familiares (padre, madre, hijos y hermanos) menores de 50 años con cáncer colorrectal, así como síndromes hereditarios como Síndrome de Lynch, Poliposis adenomatosa familiar, Poliposis adenomatosa familiar atenuada, Poliposis asociada a MUTYH, Síndrome de Peutz-Jeghers, Síndrome de poliposis juvenil y Síndrome de Cowden."
281,Describa los requisitos mínimos de calidad que debe cumplir una colonoscopia de tamizaje según la norma.,"Los requisitos mínimos de calidad para una colonoscopia de tamizaje incluyen: para la ejecución, inspección completa del colon y el recto con visualización y documentación adecuadas del ciego, la válvula ileocecal y el orificio apendicular, con fotografía al respecto; tiempo de retirada no menor a 6 minutos; calidad de la limpieza colónica adecuada evaluada mediante la Escala de Preparación Intestinal de Boston; el informe debe incluir número total de pólipos extirpados y recuperados, tamaño de cada pólipo, localización, morfología mediante clasificación de Paris, caracterización mediante JNET, NICE y Kudo, método de extirpación, evaluación de la integridad de la resección, e indicación si la resección es en bloque o fragmentada; y el informe anatomopatológico debe incluir número total de adenomas y pólipos serrados, diagnóstico histopatológico, presencia de componente velloso y grado de displasia."
282,Explique qué información debe incluir el informe de colonoscopia según la norma.,"El informe de colonoscopia debe incluir: número total de pólipos extirpados y recuperados; tamaño de cada pólipo en milímetros; localización de cada pólipo en el colon; morfología de las lesiones mediante el uso de clasificaciones endoscópicas validadas como la Clasificación de Paris; caracterización de cada pólipo utilizando clasificaciones como JNET (Japan NBI Expert Team), NICE (Narrow Band Imaging International Colorectal Endoscopic) y Kudo; método de extirpación de cada pólipo (resección en bloque o fragmentada); evaluación de la integridad de la resección; e indicación si la resección es en bloque o fragmentada (piece meal)."
283,Describa qué información debe incluir el informe de anatomía patológica según la norma.,"El informe de anatomía patológica debe incluir: el número total de adenomas y de pólipos serrados encontrados; el diagnóstico histopatológico de cada pólipo, especificando su tipo; la presencia de componente velloso en cada pólipo; y el grado de displasia de cada pólipo, indicando si es de bajo o alto grado. Esta información es fundamental para determinar el riesgo de progresión a cáncer y la necesidad de vigilancia endoscópica posterior."
284,"Explique las clasificaciones endoscópicas JNET, NICE y Kudo para pólipos colorrectales.","La Clasificación JNET (Japan NBI Expert Team) divide los pólipos en cuatro subtipos: JNET 1 (pólipo hiperplásico), JNET 2A (neoplasia intramucosa de bajo grado), JNET 2B (neoplasia intramucosa de alto grado o invasión superficial de submucosa) y JNET 3 (cáncer invasor en submucosa profunda). La Clasificación NICE (Narrow Band Imaging International Colorectal Endoscopic) tiene tres subtipos: NICE 1 (pólipo hiperplásico), NICE 2 (pólipo adenomatoso) y NICE 3 (lesión con invasión submucosa profunda o cáncer avanzado). La Clasificación KUDO requiere magnificación y cromoendoscopia: los patrones I y II son hiperplásicos, los patrones III-L, III-S y IV corresponden a adenomas, y los patrones V-a y V-n describen neoplasia con invasión profunda."
285,Describa los criterios que determinan el riesgo aumentado para cáncer colorrectal.,"Las condiciones que determinan el riesgo aumentado para cáncer colorrectal se dividen en historia personal: adenoma o síndrome de poliposis serrada, antecedente de CCR, enfermedad inflamatoria intestinal (enfermedad de Crohn o colitis ulcerativa) y fibrosis quística; e historia familiar: historia familiar positiva (padre, madre, hijos, hermanos) a una edad de 50 años o menos, y síndromes hereditarios asociados al cáncer colorrectal como el Síndrome de Lynch, Poliposis adenomatosa familiar, Poliposis adenomatosa familiar atenuada, Poliposis asociada a MUTYH, Síndrome de Peutz-Jeghers, Síndrome de poliposis juvenil y Síndrome de Cowden."
286,Explique el manejo de los hallazgos de colonoscopia de tamizaje según la norma.,"El manejo de los hallazgos de colonoscopia de tamizaje incluye: si no se detectan pólipos, se recomienda control a los 10 años; si se detectan adenomas sin DAG de 1-4 y <10 mm, se retorna al tamizaje poblacional; si se detectan pólipos que requieren vigilancia (adenoma ≥10 mm, adenoma con DAG, ≥5 adenomas en colonoscopia basal, pólipos serrados mayores de 10 mm o con displasia), se programa colonoscopia de vigilancia; para resección en piece meal de pólipos ≥20 mm, repetir colonoscopia en un año; si en la primera colonoscopia de vigilancia no se detectan pólipos que requieran seguimiento, segunda vigilancia a los 5 años; si en la segunda no se detectan, retorno al tamizaje poblacional cada 2 años; si se detectan pólipos que requieran seguimiento, vigilancia a los 3 años."
287,Describa las recomendaciones de vigilancia endoscópica según los hallazgos de pólipos.,"Las recomendaciones de vigilancia endoscópica según hallazgos de pólipos establecen que para casos con al menos un adenoma ≥10 mm, adenoma con Displasia de Alto Grado (DAG), hallazgo de ≥5 adenomas en colonoscopia basal, o pólipos serrados mayores de 10 mm o con displasia, se requiere colonoscopia de vigilancia. Para casos con uno a cuatro adenomas <10 mm sin DAG, o pólipos serrados <10 mm sin displasia, no requieren vigilancia y regresan a tamizaje poblacional. Tras resección en piece meal de pólipos ≥20 mm, repetir colonoscopia en un año; si en la primera colonoscopia de vigilancia no se detectan pólipos que requieran seguimiento, segunda colonoscopia de vigilancia a los 5 años; si en la segunda no se detectan, retorno al tamizaje poblacional; si se detectan pólipos, vigilancia a los 3 años."
288,Explique los criterios clínicos que indican mayor sospecha de cáncer colorrectal en atención primaria.,"Los criterios clínicos que indican mayor sospecha de cáncer colorrectal en atención primaria incluyen, en orden de valor predictivo positivo: masa abdominal o rectal palpable (valor predictivo positivo <15%); rectorragia y pérdida de peso (13%); anemia por déficit de hierro (11%); sangre mezclada con heces (11%); rectorragia con ausencia de síntomas perianales (10.8%); rectorragia y cambio en el hábito intestinal (10.5%); sangre oscura (9.7%); rectorragia y diarrea (9%); rectorragia y 60-65 años (8.6%); rectorragia y 70-75 años (7.9%); cambio en el hábito intestinal y diarrea (7.5%); rectorragia en hombres (7.5%); rectorragia y 50-55 años (5.9%); rectorragia sin especificar edad (5.3%); rectorragia y dolor abdominal (5.1%); y primer episodio de rectorragia (5%)."
289,Describa los tratamientos quirúrgicos para el cáncer colorrectal según la norma.,"Los tratamientos quirúrgicos para el cáncer colorrectal dependen de la localización de la lesión y su extensión local, regional y a distancia. Incluyen procedimientos como colostomías, resección anterior baja (extirpación del recto y parte del colon sigmoide preservando el esfínter anal), resección abdominoperineal (extirpación del ano, recto y parte del colon sigmoide con colostomía permanente), y resección de metástasis (metastasectomía). Es importante que los tratamientos quirúrgicos se acompañen de una disección linfática adecuada. Algunas personas pueden requerir ileostomías o colostomías permanentes o temporales como parte de su tratamiento."
290,"Explique el manejo posterior a un tratamiento curativo de CCR, incluyendo la vigilancia endoscópica.","El manejo posterior a un tratamiento curativo de CCR incluye vigilancia clínica con control bioquímico y de imágenes, y colonoscopia de vigilancia para detección de CCR metacrónico y recurrente. La colonoscopia de vigilancia se realiza según los hallazgos: si no hay adenomas, se recomienda vigilancia a los 10 años; si se detectan adenomas, se siguen las indicaciones establecidas en la Figura 2 de la norma. En caso de que la colonoscopia de vigilancia presente adenomas, se deben seguir las indicaciones de manejo según hallazgos. Esta vigilancia permite detectar recurrencias tempranas y mejorar los resultados oncológicos."
291,Describa las obligaciones de los establecimientos del sistema de salud según la norma.,"Los establecimientos del sistema de salud deben contar con un manual de procedimientos, guía, protocolo u otro instrumento para la prevención y detección de cáncer colorrectal que incluya: la información básica de la consejería, el reporte obligatorio de la enfermedad a través de la boleta de notificación obligatoria al Ministerio de Salud según corresponda, y los mecanismos de referencia a servicios especializados. Cuando los servicios se extiendan a la atención comunitaria, debe incluirse una planificación anual de acciones preventivas y de promoción de la salud acorde al perfil poblacional definido. También deben disponer de estrategias de sensibilización y capacitación permanente al personal de salud basada en evidencia científica."
292,Explique los indicadores oficializados para evaluar el cumplimiento de la norma.,"Los indicadores oficializados para evaluar el cumplimiento de la norma son: tasa de incidencia de cáncer colorrectal, porcentaje de diferentes estadios del cáncer colorrectal en el momento del diagnóstico, y tasa de mortalidad por cáncer colorrectal. Estos indicadores serán publicados cada 5 años por el Ministerio de Salud, que ejecutará la vigilancia de los mismos para contar con información estadística actualizada y de calidad. Adicionalmente, se pueden utilizar otros indicadores que se estimen pertinentes según criterio técnico del ente rector."
293,Describa los antecedentes y fundamento legal del CNDTCG según el Manual de Gestión.,"El CNDTCG tiene sus raíces en 1995 cuando fue creado como proyecto piloto mediante convenio de cooperación entre la CCSS, la UCR y la JICA. En 2008 fue adscrito formalmente como servicio hospitalario del Hospital Dr. Maximiliano Peralta Jiménez. En 2017 se avalaron programas técnicos clave como el Tamizaje de Cáncer Colorrectal. Entre 2019 y 2021 se implementaron mejoras organizativas. A partir de 2021 se inició el traslado institucional hacia la Dirección de Centros Especializados. El fundamento legal se basa en el Acuerdo de Junta Directiva Nº 9414 del 5 de marzo de 2024, que autorizó la conformación del CNDTCG como unidad funcional especializada de alcance nacional con número de Unidad Programática 2806, bajo la Dirección de Centros Especializados de la Gerencia Médica."
294,Describa la relación del CNDTCG con el mapa de procesos institucional de la CCSS.,"El CNDTCG se alinea con el Macroproceso Sustantivo de Atención de la Salud en promoción, prevención, recuperación y rehabilitación, y depende de Macroprocesos de Apoyo como gestión de talento humano, abastecimiento, mantenimiento y soporte tecnológico."
295,Describa la oferta de servicios del CNDTCG más allá de los programas de tamizaje.,"La oferta de servicios del CNDTCG más allá de los programas de tamizaje incluye: el Programa de Patología Biliar, que brinda abordaje integral a enfermedades del árbol biliar mediante CPRE, drenajes biliares y extracción de cálculos; el Programa de Resección Submucosa Endoscópica (ESD), que permite la resección en bloque de lesiones precancerosas o neoplasias superficiales; el Programa de Cirugía Mayor, que ofrece tratamiento quirúrgico especializado a personas con lesiones que requieren intervención quirúrgica mayor; el Programa de Cirugía Percutánea, que ofrece alternativa terapéutica mínimamente invasiva mediante técnicas guiadas por imagen; el Programa de Ultrasonido Endoscópico, para evaluación avanzada de lesiones y estadificación; y el Programa de Endoscopía Diagnóstica y de Control, para confirmación diagnóstica y seguimiento de lesiones. Además, ofrece servicios de docencia, formación continua, investigación científica y apoyo técnico a la red institucional."
296,"Explique la importancia de la interoperabilidad de los sistemas de información (SIAC, SIES, ARCA, SILC, Imágenes Médicas y SIFA) para la trazabilidad de los pacientes en los programas de tamizaje, y cómo su falta de integración afecta la operatividad del Plan de Abordaje Integral.","Según el Plan de Abordaje Integral, la interoperabilidad de los sistemas de información es fundamental para lograr la trazabilidad permanente de los participantes en los programas de tamizaje. Cada sistema cumple una función específica: SIAC (Sistema de Identificación, Agendas y Citas) gestiona la programación de procedimientos; SIES (Sistema de Información de Estadísticas en Salud) registra y analiza datos clínicos; ARCA registra procedimientos y resultados de laboratorio y patología; SILC (Sistema Integrado de Laboratorios Clínicos) centraliza los resultados de laboratorio; Imágenes Médicas gestiona estudios de diagnóstico por imagen; y SIFA gestiona aspectos financieros y administrativos. La interoperabilidad entre estos sistemas permite que la información fluya desde la captación del paciente (datos de población adscrita), pasando por la programación de pruebas de tamizaje (SGD y FIT), la obtención de resultados (imágenes de SGD a través de Soluciones Tecnológicas Definidas para Imágenes Médicas, resultados FIT a través del SILC), la programación de endoscopias confirmatorias (SIAC), los resultados de biopsias (ARCA-Patología), hasta el seguimiento y tratamiento completo del paciente. Sin embargo, el plan identifica que actualmente existe una falta de interoperabilidad: no todos los equipos de fluoroscopia están conectados a las Soluciones Tecnológicas Definidas para Imágenes Médicas; el SILC solo alcanza el 16% de los laboratorios clínicos; y el EDUS no fue diseñado específicamente para programas de tamizaje. Esta falta de integración impide la trazabilidad efectiva, dificulta el monitoreo de indicadores de desempeño (como ausentismo, tiempos de espera y tasas de detección), limita la toma de decisiones basada en datos y compromete la eficiencia y efectividad de los programas. Por ello, el plan establece como prioritaria la implementación de modificaciones en el EDUS y la integración plena de estos sistemas para garantizar la trazabilidad completa del paciente desde la captación hasta el tratamiento y seguimiento postratamiento."
297,Describa el equipamiento tecnológico con que cuenta el CNDTCG para sus procedimientos.,"El equipamiento del CNDTCG incluye: torres de endoscopía de alta definición para procedimientos digestivos altos y bajos; equipamiento para ESD (cuchillos endoscópicos, inyectores submucosos, clips hemostáticos y unidades electroquirúrgicas); equipo de ultrasonido endoscópico (USE) para estadificación loco-regional y evaluación de lesiones; equipo para CPRE con accesorios para drenaje biliar, esfinterotomías, extracción de cálculos y colocación de prótesis; fluoroscopio de alta resolución para procedimientos intervencionistas; equipo de tomografía (TAC) para estudios de estadificación oncológica; ultrasonido convencional para valoraciones clínicas; monitores multiparámetros y bombas de infusión para sedación; instrumental quirúrgico especializado para laparotomía, laparoscopía y cirugía percutánea; equipos de apoyo en recuperación; y estaciones de trabajo informáticas articuladas con sistemas institucionales como EDUS."
298,Describa los indicadores de cobertura de población objetivo en los programas de tamizaje.,"Miden el porcentaje de personas entre 50-74 años tamizadas, calculado como (Número de tamizados / Población objetivo) × 100, con periodicidad trimestral y fuentes SIAC, SIES y Plataforma de Tamizaje, permitiendo evaluar el alcance de los programas y orientar estrategias de captación."
299,Describa la oferta de servicios del CNDTCG más allá de los programas de tamizaje.,"Incluye Patología Biliar (CPRE, drenajes, extracción de cálculos), Resección Submucosa Endoscópica (ESD), Cirugía Mayor (gastrectomías, colectomías), Cirugía Percutánea (procedimientos guiados por imagen), Ultrasonido Endoscópico (estadificación y biopsias) y Endoscopía Diagnóstica y de Control (seguimiento de lesiones), además de docencia, investigación y apoyo técnico a la red institucional."
300,Explique el rol del Anestesiólogo en los procedimientos del CNDTCG y su importancia en la seguridad del paciente.,"El Anestesiólogo en el CNDTCG es responsable de la evaluación, administración y monitoreo de la anestesia en procedimientos diagnósticos y terapéuticos, garantizando la seguridad, estabilidad clínica y bienestar de las personas usuarias. Su intervención es esencial en procedimientos de endoscopía de alta complejidad (gastroscopías, colonoscopías, CPRE, ESD), cirugía ambulatoria, cirugía percutánea y cirugía mayor, los cuales requieren sedación profunda o anestesia general según el tipo de abordaje y condiciones del paciente. Durante la CPRE, el Anestesiólogo cumple un rol determinante en el manejo de la vía aérea, el control hemodinámico y la sedación sostenida, dado que es un procedimiento prolongado con potencial de complicaciones que demanda vigilancia continua y toma de decisiones rápida. Además, realiza la valoración preanestésica, define el esquema anestésico más adecuado, supervisa la recuperación y maneja el dolor postoperatorio. También contribuye en la capacitación del personal sobre sedación segura, uso de monitores, control de eventos adversos y estándares de seguridad anestésica, y participa en investigación clínica sobre anestesia ambulatoria y recuperación acelerada, fortaleciendo así la seguridad del paciente y la eficiencia del centro."
